case_title,subject,reason,type,location,neighborhood,location_street_name,location_zipcode,latitude,longitude
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Margaret St & Prince St  Boston  MA  ,Downtown / Financial District,INTERSECTION of Margaret St & Prince St  Boston  MA  ,,42.3594,-71.0587
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,235 Newbury St  Boston  MA  02116,Back Bay,235 Newbury St  Boston  MA  02116,2116.0,42.3499,-71.082
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,958 Tremont St  Mission Hill  MA  02120,Roxbury,958 Tremont St  Mission Hill  MA  02120,2120.0,42.3372,-71.0836
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,65 Allerton St  Roxbury  MA  02119,Roxbury,65 Allerton St  Roxbury  MA  02119,2119.0,42.3282,-71.0701
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of Father Francis J Gilday St & E Concord St  Roxbury  MA  ,South End,INTERSECTION of Father Francis J Gilday St & E Concord St  Roxbury  MA  ,,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,100 River St  Mattapan  MA  02126,Dorchester,100 River St  Mattapan  MA  02126,2126.0,42.2707,-71.0748
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,48 Lawrence Ave  Dorchester  MA  02121,Roxbury,48 Lawrence Ave  Dorchester  MA  02121,2121.0,42.3123,-71.0771
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,97 E Brookline St  Roxbury  MA  02118,South End,97 E Brookline St  Roxbury  MA  02118,2118.0,42.3371,-71.0698
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,112-114 Norfolk Ave  Roxbury  MA  02119,Roxbury,112-114 Norfolk Ave  Roxbury  MA  02119,2119.0,42.3272,-71.0717
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,56 Henshaw St  Brighton  MA  02135,Allston / Brighton,56 Henshaw St  Brighton  MA  02135,2135.0,42.3498,-71.1521
Contractor Complaints,Public Works Department,Highway Maintenance,Contractor Complaints,50-150 Causeway St  Boston  MA  02114,Boston,50-150 Causeway St  Boston  MA  02114,2114.0,42.3657,-71.0617
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of Hanson St & Shawmut Ave  Roxbury  MA  ,South End,INTERSECTION of Hanson St & Shawmut Ave  Roxbury  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,9 Ludlow St  Charlestown  MA  02129,Charlestown,9 Ludlow St  Charlestown  MA  02129,2129.0,42.3798,-71.0681
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,230 Washington St  Brighton  MA  02135,Allston / Brighton,230 Washington St  Brighton  MA  02135,2135.0,42.3472,-71.149
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,INTERSECTION of Clearway St & Massachusetts Ave  Boston  MA  ,Back Bay,INTERSECTION of Clearway St & Massachusetts Ave  Boston  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,590 E Sixth St  South Boston  MA  02127,South Boston / South Boston Waterfront,590 E Sixth St  South Boston  MA  02127,2127.0,42.3332,-71.0368
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,186 Harvard Ave  Allston  MA  02134,Allston / Brighton,186 Harvard Ave  Allston  MA  02134,2134.0,42.351,-71.1311
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,36 Buttonwood St  Dorchester  MA  02125,Dorchester,36 Buttonwood St  Dorchester  MA  02125,2125.0,42.3205,-71.0561
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of Father Francis J Gilday St & E Concord St  Roxbury  MA  ,South End,INTERSECTION of Father Francis J Gilday St & E Concord St  Roxbury  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Terrace St & Oscar St  Mission Hill  MA  ,Mission Hill,INTERSECTION of Terrace St & Oscar St  Mission Hill  MA  ,,42.3594,-71.0587
Parks General Request,Parks & Recreation Department,Administrative & General Requests,Parks General Request,110 Atlantic Ave  Boston  MA  02110,Boston,110 Atlantic Ave  Boston  MA  02110,2110.0,42.361,-71.0522
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,55 Devon St  Dorchester  MA  02121,Roxbury,55 Devon St  Dorchester  MA  02121,2121.0,42.3101,-71.0804
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Cambridge St & Spice St  Charlestown  MA  ,Charlestown,INTERSECTION of Cambridge St & Spice St  Charlestown  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,6 Spice St  Charlestown  MA  02129,Charlestown,6 Spice St  Charlestown  MA  02129,2129.0,42.3834,-71.075
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of W Fifth St & Dorchester Ave  South Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION of W Fifth St & Dorchester Ave  South Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,236 S Huntington Ave  Jamaica Plain  MA  02130,Jamaica Plain,236 S Huntington Ave  Jamaica Plain  MA  02130,2130.0,42.3251,-71.1119
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,238-246 S Huntington Ave  Jamaica Plain  MA  02130,Jamaica Plain,238-246 S Huntington Ave  Jamaica Plain  MA  02130,2130.0,42.3248,-71.112
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,109 Norfolk Ave  Roxbury  MA  02119,Roxbury,109 Norfolk Ave  Roxbury  MA  02119,2119.0,42.3269,-71.0721
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Cambridge St & Spice St  Charlestown  MA  ,Charlestown,INTERSECTION of Cambridge St & Spice St  Charlestown  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,64 W Seventh St  South Boston  MA  02127,South Boston / South Boston Waterfront,64 W Seventh St  South Boston  MA  02127,2127.0,42.337,-71.0548
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,43 Nightingale St  Dorchester  MA  02124,Greater Mattapan,43 Nightingale St  Dorchester  MA  02124,2124.0,42.2955,-71.0828
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,12 Pompeii St  Roxbury  MA  02119,Roxbury,12 Pompeii St  Roxbury  MA  02119,2119.0,42.3297,-71.0701
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,37 P St  South Boston  MA  02127,South Boston,37 P St  South Boston  MA  02127,2127.0,42.3371,-71.0274
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,99 Gordon St  Brighton  MA  02135,Allston / Brighton,99 Gordon St  Brighton  MA  02135,2135.0,42.3497,-71.1402
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,99 Gordon St  Brighton  MA  02135,Allston / Brighton,99 Gordon St  Brighton  MA  02135,2135.0,42.3497,-71.1402
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,35 Mount Vernon St  Dorchester  MA  02125,Dorchester,35 Mount Vernon St  Dorchester  MA  02125,2125.0,42.3217,-71.0573
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,51 Pleasant St  Charlestown  MA  02129,Charlestown,51 Pleasant St  Charlestown  MA  02129,2129.0,42.3757,-71.0619
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,591 Beech St  Roslindale  MA  02131,Hyde Park,591 Beech St  Roslindale  MA  02131,2131.0,42.2725,-71.1284
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of Hayden St & Fisher Ave  Mission Hill  MA  ,Mission Hill,INTERSECTION of Hayden St & Fisher Ave  Mission Hill  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,96-120 Beverly St  Boston  MA  02114,Downtown / Financial District,96-120 Beverly St  Boston  MA  02114,2114.0,42.3653,-71.0599
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,3 Leeds St  South Boston  MA  02127,South Boston / South Boston Waterfront,3 Leeds St  South Boston  MA  02127,2127.0,42.3306,-71.0559
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,150 Dorchester Ave  South Boston  MA  02127,South Boston,150 Dorchester Ave  South Boston  MA  02127,2127.0,42.3418,-71.0568
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,127 South St  Boston  MA  02111,Downtown / Financial District,127 South St  Boston  MA  02111,2111.0,42.3512,-71.0576
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,100 Legends Way  Boston  MA  02114,Boston,100 Legends Way  Boston  MA  02114,2114.0,42.3663,-71.0622
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,38 Grove St  Boston  MA  02114,Beacon Hill,38 Grove St  Boston  MA  02114,2114.0,42.3599,-71.0685
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,32 Derne St  Boston  MA  02114,Beacon Hill,32 Derne St  Boston  MA  02114,2114.0,42.3596,-71.0642
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,55 Devon St  Dorchester  MA  02121,Roxbury,55 Devon St  Dorchester  MA  02121,2121.0,42.3101,-71.0804
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,14 Ellingwood St  Mission Hill  MA  02120,Mission Hill,14 Ellingwood St  Mission Hill  MA  02120,2120.0,42.3282,-71.1083
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,40 Temple St  Boston  MA  02114,Beacon Hill,40 Temple St  Boston  MA  02114,2114.0,42.3602,-71.0635
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,47 Symphony Rd  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,47 Symphony Rd  Boston  MA  02115,2115.0,42.3432,-71.0888
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,274 Bunker Hill St  Charlestown  MA  02129,Charlestown,274 Bunker Hill St  Charlestown  MA  02129,2129.0,42.38,-71.065
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,901 Beacon St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,901 Beacon St  Boston  MA  02215,2215.0,42.3462,-71.1053
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,15 Park Dr  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,15 Park Dr  Boston  MA  02215,2215.0,42.3445,-71.0953
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Blossom St & Emerson Pl  Boston  MA  ,Back Bay,INTERSECTION of Blossom St & Emerson Pl  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1540 Columbus Ave  Roxbury  MA  02119,Roxbury,1540 Columbus Ave  Roxbury  MA  02119,2119.0,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Boston Wharf Rd & Seaport Blvd  Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION of Boston Wharf Rd & Seaport Blvd  Boston  MA  ,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,8 Leeds St  South Boston  MA  02127,South Boston / South Boston Waterfront,8 Leeds St  South Boston  MA  02127,2127.0,42.3307,-71.0562
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Blossom St & Emerson Pl  Boston  MA  ,Back Bay,INTERSECTION of Blossom St & Emerson Pl  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of E St & W First St  South Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION of E St & W First St  South Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,3 Prince St  Boston  MA  02113,Downtown / Financial District,3 Prince St  Boston  MA  02113,2113.0,42.3642,-71.0535
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,660 Washington St  Boston  MA  02111,Boston,660 Washington St  Boston  MA  02111,2111.0,42.3519,-71.0624
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,67 Greenbrier St  Dorchester  MA  02124,Dorchester,67 Greenbrier St  Dorchester  MA  02124,2124.0,42.2977,-71.071
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,159 Washington St  Brighton  MA  02135,Brighton,159 Washington St  Brighton  MA  02135,2135.0,42.3474,-71.1463
Parking on Front/Back Yards (Illegal Parking),Public Works Department,Code Enforcement,Parking on Front/Back Yards (Illegal Parking),815 E Fifth St  South Boston  MA  02127,South Boston / South Boston Waterfront,815 E Fifth St  South Boston  MA  02127,2127.0,42.3339,-71.028
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,61 S Huntington Ave  Jamaica Plain  MA  02130,Mission Hill,61 S Huntington Ave  Jamaica Plain  MA  02130,2130.0,42.3305,-71.1117
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,16-18 Stockwell St  Mission Hill  MA  02120,Mission Hill,16-18 Stockwell St  Mission Hill  MA  02120,2120.0,42.332,-71.1073
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,INTERSECTION of Charles St & Beacon St  Boston  MA  ,Beacon Hill,INTERSECTION of Charles St & Beacon St  Boston  MA  ,,42.3594,-71.0587
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,INTERSECTION of Dorchester St & W First St  South Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION of Dorchester St & W First St  South Boston  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,6 Intervale St  Dorchester  MA  02121,Roxbury,6 Intervale St  Dorchester  MA  02121,2121.0,42.3124,-71.0821
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,505 Congress St  Boston  MA  02210,South Boston / South Boston Waterfront,505 Congress St  Boston  MA  02210,2210.0,42.348,-71.0411
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,150 Dorchester Ave  South Boston  MA  02127,South Boston,150 Dorchester Ave  South Boston  MA  02127,2127.0,42.3418,-71.0568
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of Seaport Blvd & E Service Rd  Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION of Seaport Blvd & E Service Rd  Boston  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,24 Midvale Rd  West Roxbury  MA  02132,West Roxbury,24 Midvale Rd  West Roxbury  MA  02132,2132.0,42.2897,-71.1577
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,11 Loring Pl  Hyde Park  MA  02136,Hyde Park,11 Loring Pl  Hyde Park  MA  02136,2136.0,42.2478,-71.1214
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,42 Peterborough St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,42 Peterborough St  Boston  MA  02215,2215.0,42.3436,-71.0967
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,700 Atlantic Ave  Boston  MA  02111,Boston,700 Atlantic Ave  Boston  MA  02111,2111.0,42.352,-71.055
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Lawnwood Pl & Main St  Charlestown  MA  ,Charlestown,INTERSECTION of Lawnwood Pl & Main St  Charlestown  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,46 Temple St  Boston  MA  02114,Boston,46 Temple St  Boston  MA  02114,2114.0,42.36,-71.0635
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,255 Main St  Charlestown  MA  02129,Charlestown,255 Main St  Charlestown  MA  02129,2129.0,42.3771,-71.0661
